"","rcid","session","date","topic","China","France","Russia","United Kingdom","United States","consensus","veto_by","year"
"2180",5001,64,2009-12-02,"Arms control and disarmament",1,3,3,3,3,"negative",NA,2009
"2181",5001,64,2009-12-02,"Nuclear weapons and nuclear material",1,3,3,3,3,"negative",NA,2009
"2182",5002,64,2009-12-02,"Arms control and disarmament",1,1,2,1,2,"postive",NA,2009
"2183",5003,64,2009-12-02,"Arms control and disarmament",1,3,1,2,3,"negative",NA,2009
"2184",5003,64,2009-12-02,"Nuclear weapons and nuclear material",1,3,1,2,3,"negative",NA,2009
"2185",5004,64,2009-12-02,"Arms control and disarmament",1,3,2,3,3,"negative",NA,2009
"2186",5004,64,2009-12-02,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,2009
"2187",5005,64,2009-12-02,"Arms control and disarmament",1,1,1,1,3,"negative",NA,2009
"2188",5005,64,2009-12-02,"Nuclear weapons and nuclear material",1,1,1,1,3,"negative",NA,2009
"2189",5005,64,2009-12-02,"Palestinian conflict",1,1,1,1,3,"negative",NA,2009
"2190",5006,64,2009-12-02,"Nuclear weapons and nuclear material",1,1,1,1,1,"postive",NA,2009
"2191",5007,64,2009-12-02,"Nuclear weapons and nuclear material",1,2,2,2,2,"postive",NA,2009
"2192",5009,64,2009-12-10,"Palestinian conflict",1,1,1,1,3,"veto","United States",2009
"2193",5010,64,2009-12-10,"Palestinian conflict",1,1,1,1,3,"veto","United States",2009
"2194",5011,64,2009-12-10,"Colonialism",1,2,2,2,3,"negative",NA,2009
"2195",5011,64,2009-12-10,"Human rights",1,2,2,2,3,"negative",NA,2009
"2196",5011,64,2009-12-10,"Palestinian conflict",1,2,2,2,3,"negative",NA,2009
"2197",5012,64,2009-12-10,"Colonialism",1,1,1,1,3,"negative",NA,2009
"2198",5012,64,2009-12-10,"Human rights",1,1,1,1,3,"negative",NA,2009
"2199",5012,64,2009-12-10,"Palestinian conflict",1,1,1,1,3,"negative",NA,2009
"2200",5013,64,2009-12-10,"Colonialism",1,1,1,1,3,"negative",NA,2009
"2201",5013,64,2009-12-10,"Human rights",1,1,1,1,3,"negative",NA,2009
"2202",5013,64,2009-12-10,"Palestinian conflict",1,1,1,1,3,"negative",NA,2009
"2203",5014,64,2009-12-10,"Colonialism",1,2,1,2,3,"negative",NA,2009
"2204",5014,64,2009-12-10,"Economic development",1,2,1,2,3,"negative",NA,2009
"2205",5015,64,2009-12-10,"Colonialism",1,2,2,2,2,"postive",NA,2009
"2206",5016,64,2009-12-10,"Colonialism",1,2,1,3,3,"negative",NA,2009
"2207",5018,64,2009-12-10,"Colonialism",1,2,1,3,3,"negative",NA,2009
"2208",5019,64,2009-12-10,"Palestinian conflict",1,1,1,1,2,"postive",NA,2009
"2209",5020,64,2009-12-10,"Colonialism",1,1,1,1,3,"negative",NA,2009
"2210",5020,64,2009-12-10,"Human rights",1,1,1,1,3,"negative",NA,2009
"2211",5020,64,2009-12-10,"Palestinian conflict",1,1,1,1,3,"negative",NA,2009
"2212",5021,64,2009-12-10,"Colonialism",1,1,1,1,2,"postive",NA,2009
"2213",5021,64,2009-12-10,"Human rights",1,1,1,1,2,"postive",NA,2009
"2214",5021,64,2009-12-10,"Palestinian conflict",1,1,1,1,2,"postive",NA,2009
"2215",5022,64,2009-12-10,"Colonialism",1,2,1,2,2,"postive",NA,2009
"2216",5023,64,2009-12-18,"Human rights",1,2,1,2,3,"veto","United States",2009
"2217",5024,64,2009-12-18,"Human rights",1,3,1,3,3,"negative",NA,2009
"2218",5025,64,2009-12-18,"Human rights",1,3,1,3,3,"negative",NA,2009
"2219",5026,64,2009-12-18,"Economic development",1,2,1,3,3,"negative",NA,2009
"2220",5026,64,2009-12-18,"Human rights",1,2,1,3,3,"negative",NA,2009
"2221",5027,64,2009-12-18,"Human rights",1,3,1,3,3,"negative",NA,2009
"2222",5028,64,2009-12-18,"Human rights",1,3,1,3,3,"negative",NA,2009
"2223",5029,64,2009-12-18,"Human rights",3,1,3,1,1,"negative",NA,2009
"2224",5030,64,2009-12-18,"Human rights",3,1,3,1,1,"negative",NA,2009
"2225",5031,64,2009-12-18,"Human rights",1,2,1,2,3,"negative",NA,2009
"2226",5031,64,2009-12-18,"Palestinian conflict",1,2,1,2,3,"negative",NA,2009
"2227",5032,64,2009-12-18,"Colonialism",1,1,1,1,3,"negative",NA,2009
"2228",5032,64,2009-12-18,"Palestinian conflict",1,1,1,1,3,"negative",NA,2009
"2229",5033,64,2009-12-18,"Colonialism",1,3,1,3,3,"negative",NA,2009
"2230",5033,64,2009-12-18,"Human rights",1,3,1,3,3,"negative",NA,2009
"2231",5034,64,2009-12-18,"Human rights",1,1,1,1,1,"postive",NA,2009
"2232",5035,64,2009-12-18,"Human rights",1,3,1,3,3,"negative",NA,2009
"2233",5036,64,2009-12-18,"Human rights",1,3,1,3,3,"negative",NA,2009
"2234",5037,64,2009-12-21,"Economic development",1,1,1,1,3,"negative",NA,2009
"2235",5037,64,2009-12-21,"Palestinian conflict",1,1,1,1,3,"negative",NA,2009
"2236",5038,64,2009-12-21,"Colonialism",1,1,1,1,3,"negative",NA,2009
"2237",5038,64,2009-12-21,"Economic development",1,1,1,1,3,"negative",NA,2009
"2238",5038,64,2009-12-21,"Palestinian conflict",1,1,1,1,3,"negative",NA,2009
"2239",5039,64,2009-12-21,"Economic development",1,3,2,3,3,"negative",NA,2009
"2240",5040,64,2009-12-21,"Economic development",1,2,1,2,2,"postive",NA,2009
"2241",5041,64,2009-12-21,"Economic development",1,1,1,1,1,"postive",NA,2009
"2242",5042,64,2009-12-21,"Economic development",1,2,1,2,3,"veto","United States",2009
"2243",5043,64,2009-12-24,"Human rights",3,1,3,1,1,"negative",NA,2009
"2244",5044,64,2010-02-26,"Human rights",1,1,2,1,3,"veto","United States",2010
"2245",5045,64,2010-06-24,"Palestinian conflict",1,1,1,1,3,"veto","United States",2010
"2246",5046,64,2010-07-28,"Human rights",1,1,1,2,2,"postive",NA,2010
"2247",5047,64,2010-09-07,"Economic development",2,1,3,1,1,"veto","Russia",2010
"2248",5118,66,2011-12-19,"Human rights",1,2,1,2,2,"postive",NA,2011
"2249",5119,66,2011-11-30,"Palestinian conflict",1,2,2,2,3,"veto","United States",2011
"2250",5120,66,2011-12-19,"Human rights",1,3,1,3,3,"negative",NA,2011
"2251",5121,66,2011-12-19,"Human rights",1,2,1,2,3,"negative",NA,2011
"2252",5121,66,2011-12-19,"Palestinian conflict",1,2,1,2,3,"negative",NA,2011
"2253",5122,66,2011-12-19,"Colonialism",1,1,1,1,3,"negative",NA,2011
"2254",5122,66,2011-12-19,"Palestinian conflict",1,1,1,1,3,"negative",NA,2011
"2255",5123,66,2011-12-19,"Colonialism",1,3,1,3,3,"negative",NA,2011
"2256",5123,66,2011-12-19,"Human rights",1,3,1,3,3,"negative",NA,2011
"2257",5124,66,2011-11-30,"Palestinian conflict",1,2,2,2,3,"veto","United States",2011
"2258",5125,66,2011-12-19,"Human rights",1,3,1,3,3,"negative",NA,2011
"2259",5126,66,2011-12-19,"Human rights",1,3,1,3,3,"negative",NA,2011
"2260",5127,66,2011-12-19,"Economic development",1,1,1,3,3,"negative",NA,2011
"2261",5127,66,2011-12-19,"Human rights",1,1,1,3,3,"negative",NA,2011
"2262",5128,66,2011-12-19,"Human rights",1,3,1,3,3,"negative",NA,2011
"2263",5129,66,2011-12-19,"Human rights",1,3,1,3,3,"negative",NA,2011
"2264",5130,66,2011-11-30,"Palestinian conflict",1,1,1,1,3,"veto","United States",2011
"2265",5131,66,2011-12-19,"Human rights",1,3,1,3,3,"negative",NA,2011
"2266",5132,66,2011-11-30,"Palestinian conflict",1,1,1,1,3,"veto","United States",2011
"2267",5133,66,2011-12-19,"Human rights",3,1,3,1,1,"negative",NA,2011
"2268",5134,66,2011-12-19,"Human rights",3,1,3,1,1,"negative",NA,2011
"2269",5135,66,2011-12-19,"Human rights",2,1,2,1,1,"postive",NA,2011
"2270",5135,66,2011-12-19,"Palestinian conflict",2,1,2,1,1,"postive",NA,2011
"2271",5136,66,2011-11-30,"Palestinian conflict",1,1,1,1,3,"veto","United States",2011
"2272",5137,66,2011-12-22,"Economic development",1,2,1,2,3,"veto","United States",2011
"2273",5138,66,2011-11-30,"Palestinian conflict",1,2,1,2,3,"veto","United States",2011
"2274",5139,66,2011-12-22,"Economic development",1,1,1,1,3,"negative",NA,2011
"2275",5139,66,2011-12-22,"Palestinian conflict",1,1,1,1,3,"negative",NA,2011
"2276",5140,66,2011-12-22,"Economic development",1,1,1,1,1,"postive",NA,2011
"2277",5142,66,2011-12-02,"Arms control and disarmament",1,1,1,1,3,"negative",NA,2011
"2278",5142,66,2011-12-02,"Economic development",1,1,1,1,3,"negative",NA,2011
"2279",5144,66,2011-12-22,"Colonialism",1,1,1,1,3,"negative",NA,2011
"2280",5144,66,2011-12-22,"Economic development",1,1,1,1,3,"negative",NA,2011
"2281",5144,66,2011-12-22,"Palestinian conflict",1,1,1,1,3,"negative",NA,2011
"2282",5145,66,2011-12-24,"Human rights",3,1,3,1,1,"negative",NA,2011
"2283",5147,66,2011-12-02,"Nuclear weapons and nuclear material",1,2,2,2,2,"postive",NA,2011
"2284",5148,66,2011-12-02,"Arms control and disarmament",1,1,1,1,2,"postive",NA,2011
"2285",5149,66,2011-12-02,"Arms control and disarmament",2,3,3,3,3,"negative",NA,2011
"2286",5149,66,2011-12-02,"Nuclear weapons and nuclear material",2,3,3,3,3,"negative",NA,2011
"2287",5150,66,2011-12-02,"Arms control and disarmament",1,1,2,1,2,"postive",NA,2011
"2288",5151,66,2011-12-02,"Arms control and disarmament",1,2,1,3,3,"negative",NA,2011
"2289",5152,66,2011-12-02,"Arms control and disarmament",1,1,1,1,1,"postive",NA,2011
"2290",5152,66,2011-12-02,"Nuclear weapons and nuclear material",1,1,1,1,1,"postive",NA,2011
"2291",5153,66,2011-12-02,"Arms control and disarmament",1,1,2,1,1,"postive",NA,2011
"2292",5154,66,2011-12-02,"Arms control and disarmament",1,1,1,1,1,"postive",NA,2011
"2293",5155,66,2011-12-02,"Arms control and disarmament",2,3,2,3,3,"negative",NA,2011
"2294",5155,66,2011-12-02,"Nuclear weapons and nuclear material",2,3,2,3,3,"negative",NA,2011
"2295",5156,66,2011-12-02,"Nuclear weapons and nuclear material",1,1,1,1,1,"postive",NA,2011
"2296",5157,66,2011-12-02,"Arms control and disarmament",2,1,1,1,1,"postive",NA,2011
"2297",5157,66,2011-12-02,"Nuclear weapons and nuclear material",2,1,1,1,1,"postive",NA,2011
"2298",5158,66,2011-12-02,"Arms control and disarmament",1,3,3,3,3,"negative",NA,2011
"2299",5158,66,2011-12-02,"Nuclear weapons and nuclear material",1,3,3,3,3,"negative",NA,2011
"2300",5159,66,2011-12-02,"Arms control and disarmament",2,3,2,3,3,"negative",NA,2011
"2301",5159,66,2011-12-02,"Nuclear weapons and nuclear material",2,3,2,3,3,"negative",NA,2011
"2302",5160,66,2011-12-02,"Arms control and disarmament",1,1,1,1,1,"postive",NA,2011
"2303",5161,66,2011-12-02,"Arms control and disarmament",1,3,2,3,3,"negative",NA,2011
"2304",5161,66,2011-12-02,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,2011
"2305",5162,66,2011-12-02,"Arms control and disarmament",1,3,2,3,3,"negative",NA,2011
"2306",5162,66,2011-12-02,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,2011
"2307",5163,66,2011-10-25,"Economic development",1,1,1,1,3,"veto","United States",2011
"2308",5164,66,2011-12-02,"Arms control and disarmament",1,1,1,1,3,"negative",NA,2011
"2309",5164,66,2011-12-02,"Nuclear weapons and nuclear material",1,1,1,1,3,"negative",NA,2011
"2310",5164,66,2011-12-02,"Palestinian conflict",1,1,1,1,3,"negative",NA,2011
"2311",5165,66,2011-12-02,"Nuclear weapons and nuclear material",1,1,1,1,1,"postive",NA,2011
"2312",5166,66,2011-12-09,"Palestinian conflict",1,1,1,1,2,"postive",NA,2011
"2313",5168,66,2011-12-09,"Palestinian conflict",1,1,1,1,3,"veto","United States",2011
"2314",5169,66,2011-12-09,"Palestinian conflict",1,1,1,1,3,"veto","United States",2011
"2315",5170,66,2011-12-09,"Colonialism",1,2,2,2,3,"negative",NA,2011
"2316",5170,66,2011-12-09,"Human rights",1,2,2,2,3,"negative",NA,2011
"2317",5170,66,2011-12-09,"Palestinian conflict",1,2,2,2,3,"negative",NA,2011
"2318",5171,66,2011-12-09,"Colonialism",1,1,1,1,3,"negative",NA,2011
"2319",5171,66,2011-12-09,"Human rights",1,1,1,1,3,"negative",NA,2011
"2320",5171,66,2011-12-09,"Palestinian conflict",1,1,1,1,3,"negative",NA,2011
"2321",5172,66,2011-12-09,"Colonialism",1,1,1,1,3,"negative",NA,2011
"2322",5172,66,2011-12-09,"Human rights",1,1,1,1,3,"negative",NA,2011
"2323",5172,66,2011-12-09,"Palestinian conflict",1,1,1,1,3,"negative",NA,2011
"2324",5173,66,2011-12-09,"Colonialism",1,1,1,1,3,"negative",NA,2011
"2325",5173,66,2011-12-09,"Human rights",1,1,1,1,3,"negative",NA,2011
"2326",5173,66,2011-12-09,"Palestinian conflict",1,1,1,1,3,"negative",NA,2011
"2327",5174,66,2011-12-09,"Colonialism",1,1,1,1,2,"postive",NA,2011
"2328",5174,66,2011-12-09,"Human rights",1,1,1,1,2,"postive",NA,2011
"2329",5174,66,2011-12-09,"Palestinian conflict",1,1,1,1,2,"postive",NA,2011
"2330",5175,66,2011-12-09,"Colonialism",1,2,1,2,2,"postive",NA,2011
"2331",5176,66,2011-12-09,"Colonialism",1,2,1,2,3,"negative",NA,2011
"2332",5176,66,2011-12-09,"Economic development",1,2,1,2,3,"negative",NA,2011
"2333",5177,66,2011-12-09,"Colonialism",1,2,2,2,2,"postive",NA,2011
"2334",5178,66,2011-12-09,"Colonialism",1,2,1,3,3,"negative",NA,2011
"2335",5180,66,2012-02-16,"Palestinian conflict",3,1,3,1,1,"negative",NA,2012
"2336",5250,68,2013-11-26,"Palestinian conflict",1,2,1,2,3,"veto","United States",2013
"2337",5251,68,2013-11-26,"Palestinian conflict",1,1,1,1,3,"veto","United States",2013
"2338",5252,68,2013-11-26,"Palestinian conflict",1,1,1,1,3,"veto","United States",2013
"2339",5253,68,2013-11-26,"Palestinian conflict",1,1,1,1,3,"veto","United States",2013
"2340",5254,68,2013-11-26,"Palestinian conflict",1,2,2,2,3,"veto","United States",2013
"2341",5255,68,2013-11-26,"Palestinian conflict",1,2,2,2,3,"veto","United States",2013
"2342",5257,68,2013-12-05,"Nuclear weapons and nuclear material",1,2,2,2,2,"postive",NA,2013
"2343",5258,68,2013-12-05,"Arms control and disarmament",1,1,1,1,2,"postive",NA,2013
"2344",5259,68,2013-12-05,"Arms control and disarmament",1,1,2,1,2,"postive",NA,2013
"2345",5260,68,2013-12-05,"Arms control and disarmament",1,1,2,1,1,"postive",NA,2013
"2346",5261,68,2013-12-05,"Arms control and disarmament",1,3,3,3,3,"negative",NA,2013
"2347",5261,68,2013-12-05,"Nuclear weapons and nuclear material",1,3,3,3,3,"negative",NA,2013
"2348",5262,68,2013-12-05,"Arms control and disarmament",2,3,3,3,3,"negative",NA,2013
"2349",5262,68,2013-12-05,"Nuclear weapons and nuclear material",2,3,3,3,3,"negative",NA,2013
"2350",5263,68,2013-12-05,"Arms control and disarmament",1,2,1,3,3,"negative",NA,2013
"2351",5264,68,2013-12-05,"Arms control and disarmament",2,3,3,3,3,"negative",NA,2013
"2352",5264,68,2013-12-05,"Nuclear weapons and nuclear material",2,3,3,3,3,"negative",NA,2013
"2353",5265,68,2013-12-05,"Arms control and disarmament",2,3,2,3,3,"negative",NA,2013
"2354",5265,68,2013-12-05,"Nuclear weapons and nuclear material",2,3,2,3,3,"negative",NA,2013
"2355",5266,68,2013-12-05,"Nuclear weapons and nuclear material",1,3,3,3,3,"negative",NA,2013
"2356",5267,68,2013-12-05,"Arms control and disarmament",1,1,2,1,1,"postive",NA,2013
"2357",5268,68,2013-12-05,"Arms control and disarmament",1,1,1,1,1,"postive",NA,2013
"2358",5269,68,2013-12-05,"Arms control and disarmament",2,3,3,3,3,"negative",NA,2013
"2359",5269,68,2013-12-05,"Nuclear weapons and nuclear material",2,3,3,3,3,"negative",NA,2013
"2360",5270,68,2013-12-05,"Arms control and disarmament",2,1,2,1,1,"postive",NA,2013
"2361",5270,68,2013-12-05,"Nuclear weapons and nuclear material",2,1,2,1,1,"postive",NA,2013
"2362",5271,68,2013-12-05,"Arms control and disarmament",1,1,2,1,1,"postive",NA,2013
"2363",5272,68,2013-12-05,"Arms control and disarmament",1,3,2,3,3,"negative",NA,2013
"2364",5272,68,2013-12-05,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,2013
"2365",5273,68,2013-12-05,"Arms control and disarmament",1,1,1,1,3,"negative",NA,2013
"2366",5273,68,2013-12-05,"Nuclear weapons and nuclear material",1,1,1,1,3,"negative",NA,2013
"2367",5274,68,2013-12-05,"Arms control and disarmament",1,1,1,1,1,"postive",NA,2013
"2368",5274,68,2013-12-05,"Nuclear weapons and nuclear material",1,1,1,1,1,"postive",NA,2013
"2369",5275,68,2013-12-05,"Arms control and disarmament",1,3,2,3,3,"negative",NA,2013
"2370",5275,68,2013-12-05,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,2013
"2371",5277,68,2013-12-11,"Colonialism",1,2,1,2,3,"negative",NA,2013
"2372",5277,68,2013-12-11,"Economic development",1,2,1,2,3,"negative",NA,2013
"2373",5278,68,2013-12-11,"Colonialism",1,2,1,3,3,"negative",NA,2013
"2374",5279,68,2013-12-11,"Colonialism",1,2,1,3,3,"negative",NA,2013
"2375",5280,68,2013-12-11,"Colonialism",1,2,2,2,2,"postive",NA,2013
"2376",5281,68,2013-12-11,"Colonialism",1,1,1,1,3,"negative",NA,2013
"2377",5281,68,2013-12-11,"Human rights",1,1,1,1,3,"negative",NA,2013
"2378",5281,68,2013-12-11,"Palestinian conflict",1,1,1,1,3,"negative",NA,2013
"2379",5282,68,2013-12-11,"Colonialism",1,1,1,1,3,"negative",NA,2013
"2380",5282,68,2013-12-11,"Human rights",1,1,1,1,3,"negative",NA,2013
"2381",5282,68,2013-12-11,"Palestinian conflict",1,1,1,1,3,"negative",NA,2013
"2382",5283,68,2013-12-11,"Colonialism",1,1,1,1,3,"negative",NA,2013
"2383",5283,68,2013-12-11,"Human rights",1,1,1,1,3,"negative",NA,2013
"2384",5283,68,2013-12-11,"Palestinian conflict",1,1,1,1,3,"negative",NA,2013
"2385",5284,68,2013-12-11,"Colonialism",1,2,2,2,3,"negative",NA,2013
"2386",5284,68,2013-12-11,"Human rights",1,2,2,2,3,"negative",NA,2013
"2387",5284,68,2013-12-11,"Palestinian conflict",1,2,2,2,3,"negative",NA,2013
"2388",5285,68,2013-12-11,"Palestinian conflict",1,1,1,1,2,"postive",NA,2013
"2389",5286,68,2013-12-11,"Palestinian conflict",1,1,1,1,3,"veto","United States",2013
"2390",5287,68,2013-12-11,"Colonialism",1,1,1,1,2,"postive",NA,2013
"2391",5287,68,2013-12-11,"Palestinian conflict",1,1,1,1,2,"postive",NA,2013
"2392",5288,68,2013-12-11,"Colonialism",1,2,1,2,2,"postive",NA,2013
"2393",5289,68,2013-12-11,"Palestinian conflict",1,1,1,1,3,"veto","United States",2013
"2394",5290,68,2013-12-11,"Palestinian conflict",1,1,1,1,3,"veto","United States",2013
"2395",5291,68,2013-12-18,"Human rights",3,1,3,1,1,"negative",NA,2013
"2396",5292,68,2013-12-18,"Human rights",1,3,1,3,3,"negative",NA,2013
"2397",5293,68,2013-12-18,"Human rights",1,3,1,3,3,"negative",NA,2013
"2398",5294,68,2013-12-18,"Human rights",1,3,1,3,3,"negative",NA,2013
"2399",5295,68,2013-12-18,"Human rights",1,3,1,3,3,"negative",NA,2013
"2400",5296,68,2013-12-18,"Economic development",1,1,1,3,3,"negative",NA,2013
"2401",5296,68,2013-12-18,"Human rights",1,1,1,3,3,"negative",NA,2013
"2402",5297,68,2013-12-18,"Human rights",1,3,1,3,3,"negative",NA,2013
"2403",5298,68,2013-12-18,"Colonialism",1,1,1,1,3,"negative",NA,2013
"2404",5298,68,2013-12-18,"Human rights",1,1,1,1,3,"negative",NA,2013
"2405",5298,68,2013-12-18,"Palestinian conflict",1,1,1,1,3,"negative",NA,2013
"2406",5299,68,2013-12-18,"Colonialism",1,3,1,3,3,"negative",NA,2013
"2407",5299,68,2013-12-18,"Human rights",1,3,1,3,3,"negative",NA,2013
"2408",5300,68,2013-12-18,"Human rights",1,3,1,3,3,"negative",NA,2013
"2409",5301,68,2013-12-18,"Human rights",1,2,1,2,3,"veto","United States",2013
"2410",5302,68,2013-12-18,"Human rights",1,3,1,3,3,"negative",NA,2013
"2411",5303,68,2013-12-18,"Human rights",3,1,3,1,1,"negative",NA,2013
"2412",5304,68,2013-12-20,"Economic development",1,2,1,2,3,"veto","United States",2013
"2413",5305,68,2013-12-20,"Economic development",1,1,1,1,1,"postive",NA,2013
"2414",5306,68,2013-12-20,"Colonialism",1,1,1,1,3,"negative",NA,2013
"2415",5306,68,2013-12-20,"Human rights",1,1,1,1,3,"negative",NA,2013
"2416",5306,68,2013-12-20,"Palestinian conflict",1,1,1,1,3,"negative",NA,2013
"2417",5307,68,2013-12-20,"Economic development",1,1,1,1,3,"veto","United States",2013
"2418",5308,68,2013-12-27,"Human rights",1,1,1,1,1,"postive",NA,2013
"2419",5310,68,2014-06-05,"Human rights",2,1,3,1,1,"veto","Russia",2014
"2420",5312,68,2014-09-09,"Economic development",1,2,1,3,3,"negative",NA,2014
"2421",9002,2,1947-05-06,"Palestinian conflict",2,3,1,3,3,"negative",NA,1947
"2422",9003,2,1947-05-06,"Palestinian conflict",2,1,1,1,1,"postive",NA,1947
"2423",9004,2,1947-05-02,"Palestinian conflict",2,1,2,1,1,"postive",NA,1947
"2424",9005,2,1947-05-02,"Palestinian conflict",2,1,1,1,1,"postive",NA,1947
"2425",9006,2,1947-05-02,"Palestinian conflict",2,1,1,1,1,"postive",NA,1947
"2426",9042,22,1967-07-02,"Palestinian conflict",2,2,1,3,3,"negative",NA,1967
"2427",9043,22,1967-07-02,"Palestinian conflict",2,2,1,3,3,"negative",NA,1967
"2428",9044,22,1967-07-02,"Palestinian conflict",2,1,1,3,3,"negative",NA,1967
"2429",9045,22,1967-07-02,"Palestinian conflict",2,2,1,3,3,"negative",NA,1967
"2430",9046,22,1967-07-02,"Colonialism",2,2,1,3,3,"negative",NA,1967
"2431",9046,22,1967-07-02,"Palestinian conflict",2,2,1,3,3,"negative",NA,1967
"2432",9047,22,1967-07-02,"Palestinian conflict",2,2,1,3,3,"negative",NA,1967
"2433",9048,22,1967-07-02,"Palestinian conflict",2,2,1,3,3,"negative",NA,1967
"2434",9049,22,1967-07-02,"Palestinian conflict",2,2,1,3,3,"negative",NA,1967
"2435",9050,22,1967-07-02,"Palestinian conflict",2,2,1,3,3,"negative",NA,1967
"2436",9051,22,1967-07-02,"Colonialism",2,2,3,1,1,"negative",NA,1967
